source,date,author,text,topic
newsapi,2025-05-02T21:13:17Z,The Verge,"Trump’s proposed budget deals another big blow to science, clean energy, and the environment President Donald Trump proposed drastic budget cuts today that could stymie green energy projects, gut environmental protections, and further hobble health and climate research in the US. Topline budget proposals released today for the 2026 fiscal year would …",renewable energy
newsapi,2025-05-17T00:04:09Z,The Verge,"Meta faces Democratic probe into plans to power a giant data center with gas Meta’s building a new AI data center so massive in Louisiana that the local utility company has plans to construct three new gas-fired power plants to provide it with enough electricity. Now, advocates and lawmakers are pressing Meta for answers about how it’…",renewable energy
newsapi,2025-05-05T19:23:21Z,The Verge,"States sue Trump over ‘existential threat’ to wind energy The District of Columbia and 17 states —  including New York, Arizona, Massachusetts, California, Colorado, and Illinois — sued the Trump administration Monday over its attempts to stop wind energy developments across the US.  The states argue that by signing…",renewable energy
newsapi,2025-05-05T08:17:01Z,Business Insider,"For GenZers working in clean energy, DOGE's cuts mean finding creative career pivots The upheaval in Washington, DC, has clouded Gen Zs career paths, particularly in the renewable energy industry as Trump slashes programs.",renewable energy
newsapi,2025-05-01T19:41:03Z,Wired,"What Caused the European Power Outage? There’s still no official explanation for the blackout in Spain, Portugal, and parts of southern France—but experts point to the makeup of the Iberian peninsula’s power grid.",renewable energy
newsapi,2025-04-25T11:00:06Z,Yahoo Entertainment,"New report exposes stunning shift that could reshape bitcoin mining: 'The composition ... has diversified over time' In 2011, only 20% of the industry's activities were powered by renewable energy.",renewable energy
newsapi,2025-05-19T11:16:00Z,Slashdot.org,"Danes Are Finally Going Nuclear. They Have To, Because of All Their Renewables ""The Danish government plans to evaluate the prospect of beginning a nuclear power programme,"" reports the Telegraph, noting that this week Denmark lifted a nuclear power ban imposed 40 years ago.


Unlike its neighbours in Sweden and Germany, Denmark has nev…",renewable energy
newsapi,2025-05-14T14:10:20Z,The Verge,"How Donald Trump blew the offshore wind industry off course Rewind a few years, and it looked as if offshore wind might take off in the US. The Biden administration moved to open up much of the nation's coastlines to development, blue and even a couple swing states agreed to work with the White House to speed things u…",renewable energy
newsapi,2025-05-02T20:45:00Z,Slashdot.org,"Eric Schmidt Apparently Bought Relativity Space To Put Data Centers in Orbit An anonymous reader shares a report: In the nearly two months since former Google chief executive Eric Schmidt acquired Relativity Space, the billionaire has not said much publicly about his plans for the launch company. However, his intentions for Relativity…",renewable energy
newsapi,2025-05-02T15:59:26Z,Time,Can Clean Energy Make Brazil an AI Superpower? Dozens of data centers are in development across Brazil as big tech companies like Amazon and Microsoft pour billions into the sector there.,renewable energy
newsapi,2025-05-30T21:47:04Z,The Verge,Young people sue Donald Trump over climate change A group of young people — as young as 7 and as old as 25 — are suing the Trump administration to stop its assault on renewable energy and climate action.  Executive orders President Donald Trump signed to promote fossil fuels amount to an “unconstitutional” o…,renewable energy
newsapi,2025-05-17T00:04:09Z,The Verge,"Meta faces Democratic probe into plans to power a giant data center with gas Meta’s building a new AI data center so massive in Louisiana that the local utility company has plans to construct three new gas-fired power plants to provide it with enough electricity. Now, advocates and lawmakers are pressing Meta for answers about how it’…",renewable energy
newsapi,2025-06-10T19:10:31Z,Gizmodo.com,"Battery Recyclers Don’t Know How to Respond to Trump’s Clean Energy Reversal The president hasn't directly targeted the nascent industry, but his clean energy rollbacks could hurt it.",renewable energy
newsapi,2025-06-14T10:00:09Z,Gizmodo.com,"Air Conditioners Can Actually Support the Power Grid. Here’s How Air conditioners place a heavy burden on the grid when the weather gets hot, but this strategy shows they can actually help—and without compromising your home's temperature.",renewable energy
newsapi,2025-06-04T10:00:00Z,Wired,"Google DeepMind’s CEO Thinks AI Will Make Humans Less Selfish Demis Hassabis says that systems as smart as humans are almost here, and we’ll need to radically change how we think and behave.",renewable energy
newsapi,2025-05-19T11:16:00Z,Slashdot.org,"Danes Are Finally Going Nuclear. They Have To, Because of All Their Renewables ""The Danish government plans to evaluate the prospect of beginning a nuclear power programme,"" reports the Telegraph, noting that this week Denmark lifted a nuclear power ban imposed 40 years ago.


Unlike its neighbours in Sweden and Germany, Denmark has nev…",renewable energy
newsapi,2025-06-11T05:00:31Z,The Next Web,"World’s biggest sand battery to heat Finnish town without fossil fuels A small town in Finland is about to ditch fossil fuels in its heating network thanks to a sand-filled energy storage tank the size of a house. Finnish startup Polar Night Energy recently turned on the so-called sand battery in the municipality of Pornainen, a…",renewable energy
newsapi,2025-05-18T15:36:31Z,Capitalandmain.com,"Solar grants held hostage in Pennsylvania legislature – as demand soars While Solar for All funds languish, the state continues to lag behind most of the nation when it comes to renewable energy.",renewable energy
newsapi,2025-05-22T10:45:43Z,Yahoo Entertainment,Dormant coal power plant to be transformed into revolutionary new facility: 'I'm excited about what this can deliver for people' The project is expected to become one of the largest battery storage sites in the U.K.,renewable energy
newsapi,2025-05-20T20:18:38Z,Science Daily,"Does renewable energy reduce fossil fuel production in the US? Increasing renewable energy may not reduce the use of fossil fuels in the United States, according to a new study .",renewable energy
newsapi,2025-05-30T21:47:04Z,The Verge,Young people sue Donald Trump over climate change A group of young people — as young as 7 and as old as 25 — are suing the Trump administration to stop its assault on renewable energy and climate action.  Executive orders President Donald Trump signed to promote fossil fuels amount to an “unconstitutional” o…,renewable energy
newsapi,2025-06-17T15:27:19Z,Business Insider,Solar stocks are plummeting as the Senate version of Trump's 'big beautiful bill' hits clean energy Solar energy stocks dropped sharply on Tuesday as the market digested cuts to renewable power tax credits in the Senate's version of the budget bill.,renewable energy
newsapi,2025-06-10T19:10:31Z,Gizmodo.com,"Battery Recyclers Don’t Know How to Respond to Trump’s Clean Energy Reversal The president hasn't directly targeted the nascent industry, but his clean energy rollbacks could hurt it.",renewable energy
newsapi,2025-06-14T10:00:09Z,Gizmodo.com,"Air Conditioners Can Actually Support the Power Grid. Here’s How Air conditioners place a heavy burden on the grid when the weather gets hot, but this strategy shows they can actually help—and without compromising your home's temperature.",renewable energy
newsapi,2025-06-04T10:00:00Z,Wired,"Google DeepMind’s CEO Thinks AI Will Make Humans Less Selfish Demis Hassabis says that systems as smart as humans are almost here, and we’ll need to radically change how we think and behave.",renewable energy
newsapi,2025-06-11T05:00:31Z,The Next Web,"World’s biggest sand battery to heat Finnish town without fossil fuels A small town in Finland is about to ditch fossil fuels in its heating network thanks to a sand-filled energy storage tank the size of a house. Finnish startup Polar Night Energy recently turned on the so-called sand battery in the municipality of Pornainen, a…",renewable energy
newsapi,2025-06-17T16:00:00Z,Politicopro.com,"Wind and Solar Energy Are Cheaper Than Electricity from Fossil-Fuel Plants Even without subsidies, renewable energy is staying competitive with power from gas and coal",renewable energy
newsapi,2025-05-22T10:45:43Z,Yahoo Entertainment,Dormant coal power plant to be transformed into revolutionary new facility: 'I'm excited about what this can deliver for people' The project is expected to become one of the largest battery storage sites in the U.K.,renewable energy
newsapi,2025-05-20T20:18:38Z,Science Daily,"Does renewable energy reduce fossil fuel production in the US? Increasing renewable energy may not reduce the use of fossil fuels in the United States, according to a new study .",renewable energy
newsapi,2025-06-13T14:42:09Z,Time,What Sunnova’s Bankruptcy Means for the Future of Residential Solar This week the company filed for bankruptcy as its debts mounted and the market for residential solar faces difficult conditions.,renewable energy
newsapi,2025-05-30T21:47:04Z,The Verge,Young people sue Donald Trump over climate change A group of young people — as young as 7 and as old as 25 — are suing the Trump administration to stop its assault on renewable energy and climate action.  Executive orders President Donald Trump signed to promote fossil fuels amount to an “unconstitutional” o…,renewable energy
newsapi,2025-06-17T15:27:19Z,Business Insider,Solar stocks are plummeting as the Senate version of Trump's 'big beautiful bill' hits clean energy Solar energy stocks dropped sharply on Tuesday as the market digested cuts to renewable power tax credits in the Senate's version of the budget bill.,renewable energy
newsapi,2025-06-10T19:10:31Z,Gizmodo.com,"Battery Recyclers Don’t Know How to Respond to Trump’s Clean Energy Reversal The president hasn't directly targeted the nascent industry, but his clean energy rollbacks could hurt it.",renewable energy
newsapi,2025-06-14T10:00:09Z,Gizmodo.com,"Air Conditioners Can Actually Support the Power Grid. Here’s How Air conditioners place a heavy burden on the grid when the weather gets hot, but this strategy shows they can actually help—and without compromising your home's temperature.",renewable energy
newsapi,2025-06-04T10:00:00Z,Wired,"Google DeepMind’s CEO Thinks AI Will Make Humans Less Selfish Demis Hassabis says that systems as smart as humans are almost here, and we’ll need to radically change how we think and behave.",renewable energy
newsapi,2025-06-20T13:00:00Z,Slashdot.org,"Turning Coalmines Into Solar Energy Plants 'Could Add 300GW of Renewables By 2030' Turning recently closed coalmines into solar energy plants could add almost 300GW of renewable energy by 2030, converting derelict wastelands to productive use, according to a new report. From a report: In a first of its kind analysis, researchers from Global…",renewable energy
newsapi,2025-06-20T10:00:28Z,Fox News,"What AI's insatiable appetite for power means for our future The power behind AI tools requires massive energy, and global data centers are expected to triple electricity usage by 2030 despite tech companies' renewable pledges.",renewable energy
newsapi,2025-06-11T05:00:31Z,The Next Web,"World’s biggest sand battery to heat Finnish town without fossil fuels A small town in Finland is about to ditch fossil fuels in its heating network thanks to a sand-filled energy storage tank the size of a house. Finnish startup Polar Night Energy recently turned on the so-called sand battery in the municipality of Pornainen, a…",renewable energy
newsapi,2025-06-17T16:00:00Z,Politicopro.com,"Wind and Solar Energy Are Cheaper Than Electricity from Fossil-Fuel Plants Even without subsidies, renewable energy is staying competitive with power from gas and coal",renewable energy
newsapi,2025-06-13T14:42:09Z,Time,What Sunnova’s Bankruptcy Means for the Future of Residential Solar This week the company filed for bankruptcy as its debts mounted and the market for residential solar faces difficult conditions.,renewable energy
newsapi,2025-06-23T15:18:07Z,The Verge,"The new lies spreading about climate change New strains of misinformation about climate change are spreading, meant to slow the growth of renewable energy needed to fix the problem. Rather than flat-out denying the mountains of evidence that show that humans are causing climate change, more recent talk…",renewable energy
newsapi,2025-05-30T21:47:04Z,The Verge,Young people sue Donald Trump over climate change A group of young people — as young as 7 and as old as 25 — are suing the Trump administration to stop its assault on renewable energy and climate action.  Executive orders President Donald Trump signed to promote fossil fuels amount to an “unconstitutional” o…,renewable energy
newsapi,2025-06-17T15:27:19Z,Business Insider,Solar stocks are plummeting as the Senate version of Trump's 'big beautiful bill' hits clean energy Solar energy stocks dropped sharply on Tuesday as the market digested cuts to renewable power tax credits in the Senate's version of the budget bill.,renewable energy
newsapi,2025-06-10T19:10:31Z,Gizmodo.com,"Battery Recyclers Don’t Know How to Respond to Trump’s Clean Energy Reversal The president hasn't directly targeted the nascent industry, but his clean energy rollbacks could hurt it.",renewable energy
newsapi,2025-06-14T10:00:09Z,Gizmodo.com,"Air Conditioners Can Actually Support the Power Grid. Here’s How Air conditioners place a heavy burden on the grid when the weather gets hot, but this strategy shows they can actually help—and without compromising your home's temperature.",renewable energy
newsapi,2025-06-04T10:00:00Z,Wired,"Google DeepMind’s CEO Thinks AI Will Make Humans Less Selfish Demis Hassabis says that systems as smart as humans are almost here, and we’ll need to radically change how we think and behave.",renewable energy
newsapi,2025-06-20T13:00:00Z,Slashdot.org,"Turning Coalmines Into Solar Energy Plants 'Could Add 300GW of Renewables By 2030' Turning recently closed coalmines into solar energy plants could add almost 300GW of renewable energy by 2030, converting derelict wastelands to productive use, according to a new report. From a report: In a first of its kind analysis, researchers from Global…",renewable energy
newsapi,2025-06-20T10:00:28Z,Fox News,"What AI's insatiable appetite for power means for our future The power behind AI tools requires massive energy, and global data centers are expected to triple electricity usage by 2030 despite tech companies' renewable pledges.",renewable energy
newsapi,2025-06-11T05:00:31Z,The Next Web,"World’s biggest sand battery to heat Finnish town without fossil fuels A small town in Finland is about to ditch fossil fuels in its heating network thanks to a sand-filled energy storage tank the size of a house. Finnish startup Polar Night Energy recently turned on the so-called sand battery in the municipality of Pornainen, a…",renewable energy
newsapi,2025-06-17T16:00:00Z,Politicopro.com,"Wind and Solar Energy Are Cheaper Than Electricity from Fossil-Fuel Plants Even without subsidies, renewable energy is staying competitive with power from gas and coal",renewable energy
newsapi,2025-06-23T15:18:07Z,The Verge,"The new lies spreading about climate change New strains of misinformation about climate change are spreading, meant to slow the growth of renewable energy needed to fix the problem. Rather than flat-out denying the mountains of evidence that show that humans are causing climate change, more recent talk…",renewable energy
newsapi,2025-05-30T21:47:04Z,The Verge,Young people sue Donald Trump over climate change A group of young people — as young as 7 and as old as 25 — are suing the Trump administration to stop its assault on renewable energy and climate action.  Executive orders President Donald Trump signed to promote fossil fuels amount to an “unconstitutional” o…,renewable energy
newsapi,2025-06-17T15:27:19Z,Business Insider,Solar stocks are plummeting as the Senate version of Trump's 'big beautiful bill' hits clean energy Solar energy stocks dropped sharply on Tuesday as the market digested cuts to renewable power tax credits in the Senate's version of the budget bill.,renewable energy
newsapi,2025-06-10T19:10:31Z,Gizmodo.com,"Battery Recyclers Don’t Know How to Respond to Trump’s Clean Energy Reversal The president hasn't directly targeted the nascent industry, but his clean energy rollbacks could hurt it.",renewable energy
newsapi,2025-06-14T10:00:09Z,Gizmodo.com,"Air Conditioners Can Actually Support the Power Grid. Here’s How Air conditioners place a heavy burden on the grid when the weather gets hot, but this strategy shows they can actually help—and without compromising your home's temperature.",renewable energy
